article_id,published_at,date,title,summary,url,source,query_family,query_weight,ticker_relevance,keyword_score,raw_relevance_score,alpha_overall_sentiment,alpha_overall_label,finbert_label,finbert_confidence,finbert_sentiment_score,relevance_score
ad41e872353410dfdddebbcf,2018-01-01T00:00:00,2018-01-01T00:00:00,Morgan Stanley Banker Is Also an Uber Driver,"Michael Grimes, Morgan Stanley's top technology banker, has been moonlighting as an Uber driver for years despite his multimillion-dollar salary. This unusual ""side hustle"" could significantly aid Morgan Stanley in securing a highly sought-after role in the upcoming Uber IPO. The article highlights the lengths bankers go to land lucrative deals and the importance of such an IPO for investment banks.",https://www.wsj.com/articles/morgan-stanley-bankers-side-gig-could-help-firm-land-highly-coveted-role-on-uber-ipo-1539855000?gaa_at=eafs&gaa_n=AWEtsqdzkHczuwSZgGe-EPJkTykTjB39XghdrV_auTE_TLW5ln-WJSvI1rb0&gaa_ts=69081d15&gaa_sig=mTsfFQbdR5eZGikuA5v9nncu0OeAIpJJ9ZQtlnzXOGcCeWG4_L07yU8lMogCiajSbeHLySoQ9YSiu0STOtvjdQ%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.0,0.369,0.304932,Somewhat-Bullish,neutral,0.6575447916984558,0.0,0.369
b99b54cfce4d15711456a7ce,2018-01-01T00:00:00,2018-01-01T00:00:00,State Street Introduces Cheapest Gold ETF Yet,"State Street has launched a new low-cost gold exchange-traded fund, the SPDR Gold MiniShares ETF, which aims to be the cheapest on the market. This ETF will cost $18 annually for every $10,000 invested, significantly undercutting the $11.1 billion iShares Gold Trust's annual cost of $25 per $10,000. The move represents State Street's latest strategy to attract investors to gold through lower-cost ETF options.",https://www.wsj.com/articles/state-street-introduces-cheapest-gold-etf-yet-1530105613?gaa_at=eafs&gaa_n=AWEtsqcU6K2j2y3yMk8mPwncTsoGq-H9f9K63yals3ddDtLQi5fgoDKJOCgA&gaa_ts=69081721&gaa_sig=h2QiILiYE5WgMZma9EQ25Gf1M-W2lcWowTVmZceBA_xgRqY6_V8ua-KtgRz22ITxCCxg4gw3Hn7peIiElQE0iw%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.0,0.369,0.014968,Neutral,positive,0.8645395040512085,0.8645395040512085,0.369
1c46d19c20fbce5e34ab2f71,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Earnings Hurt by Tax-Related Charge,"Bank of America's quarterly profit fell by 48% due to a $2.9 billion charge from the new U.S. tax law. Excluding this one-time expense, the bank's profit would have risen to $5.3 billion, surpassing analyst expectations. Despite the reported drop, 2017 profits without the charge matched its 2006 record.",https://www.wsj.com/articles/bank-of-america-earnings-hurt-by-tax-related-charge-1516190296?gaa_at=eafs&gaa_n=AWEtsqfvt9EIaUKwgwOSnNnhjC8ueE3AUlRzohPK-eJ00BMKk3slt_x6YGGo&gaa_ts=69080f10&gaa_sig=GYV3KUH9HyvoRXWgLnmfRLJn7-Bdy8Z5AghxEplREe8qkZcEUYadeISkGjAjekDZ2JcWPKLC0UndfJm1myeDfg%3D%3D,The Wall Street Journal,economy_macro,0.78,0.0,0.25,0.401,-0.177324,Somewhat-Bearish,negative,0.9742375612258911,-0.9742375612258911,0.401
afaae6f2ec4c204f1398a426,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of Montreal Enjoys Record U.S. Results,"The Bank of Montreal's Chicago-based BMO Harris unit reported record revenue and profits, significantly contributing to the bank's fiscal second-quarter earnings. The bank is considering potential deals to further expand its presence and attract more retail and commercial customers in the U.S. market. This robust performance highlights BMO's successful growth strategy in the United States.",https://www.wsj.com/articles/bank-of-montreal-enjoys-record-u-s-results-1527713872?gaa_at=eafs&gaa_n=AWEtsqcNqpDTaK_ZhZG_LYXb308MCljaNC_MXuLUmgOYw9CPtYo1u-Bo-BwP&gaa_ts=69080f15&gaa_sig=niDuRgCoblEAjsB9RRcHsEC2AIY-iuQ-sjJzh427O4W-v9ou8Iav43rVAQf9V6hmREvufIuv0nkjUhfM1NxsCQ%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.25,0.419,0.864741,Bullish,positive,0.9546603560447693,0.9546603560447693,0.419
77a177eb829255899a52ef6e,2018-01-01T00:00:00,2018-01-01T00:00:00,"MetLife Will Take Over Pensions for 41,000 FedEx Retirees","MetLife has agreed to take over pension payments totaling approximately $6 billion for about 41,000 FedEx retirees and beneficiaries. This transaction represents one of the largest risk-transfer deals for U.S. life insurers in recent years. While significant, it is smaller than previous groundbreaking deals by Prudential Financial for General Motors and Verizon retirees.",https://www.wsj.com/articles/metlife-will-take-over-pensions-for-41-000-fedex-retirees-1525819146?gaa_at=eafs&gaa_n=AWEtsqesvpLjLKcKe8patn5huasz723PyrHM5MMaGKxdz5ZkdDfxQn1r8_ju&gaa_ts=69081bfc&gaa_sig=P-0VQXOSAzP5GjLFMw4JKWrP56LwFR-KRZmMDXzjzuQ1y-atsFutQafkDIAoiBRu0iijnngIuCR7exZQ-vn_ew%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.25,0.419,0.135538,Neutral,positive,0.6063825488090515,0.6063825488090515,0.419
d69b440764c0f139f352effa,2018-01-01T00:00:00,2018-01-01T00:00:00,Look Inside This Chinese Smartphone and See It’s Made in America,"A teardown of ZTE Corp.'s Axon M smartphone reveals its significant reliance on U.S. technology, with U.S. companies supplying 60% of its electronic components by dollar value. Qualcomm Inc. is identified as the largest supplier of key parts, including the modem and power-management unit. The findings highlight China's dependence on U.S. tech in the face of increasing trade tensions.",https://www.wsj.com/articles/inside-ztes-phone-a-glimpse-of-chinas-dependence-on-u-s-tech-1526635800?gaa_at=eafs&gaa_n=AWEtsqeMdWgrCPJMc0elaqyQTpcFjzxVvlM2YjR1typVeDw0cAADN0R0V4cp&gaa_ts=69082401&gaa_sig=fLIOXoGgruTZbu_DbKMTFpqNYTzx63b6sNb_9D1TH95_jSwS3HwtI5fnw5O3krdyXrI66YnVp9-NAVyyEjdUaA%3D%3D,The Wall Street Journal,economy_macro,0.78,0.612963,0.0,0.5655370500000001,0.119041,Neutral,negative,0.8793618083000183,-0.8793618083000183,0.5655370500000001
1a17cca1e7ce7ea791ca982b,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of Montreal Enjoys Record U.S. Results,"Bank of Montreal (BMO) reported record revenue and profits for its fiscal second quarter, largely driven by its Chicago-based BMO Harris unit. The bank is considering deals to further boost its U.S. retail and commercial customer base and continue its growth trajectory in the region.",https://www.wsj.com/articles/bank-of-montreal-enjoys-record-u-s-results-1527713872?gaa_at=eafs&gaa_n=AWEtsqee1-A1RPdmlJAFTpMzfLphbGyiltHH6AXC6Rk6zmHAvkU9-kL6gCee&gaa_ts=690822f5&gaa_sig=laQSzwH3TvjLD8B3zROdykbeXZwiS7KghYzXwiLraOaTB91qGNx9OUG3c5kGzKZA2jCFDI_YuAZbd0M2oEqk0g%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.0,0.369,0.134567,Neutral,positive,0.9497092366218567,0.9497092366218567,0.369
67c28d406b621231a5297977,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Results Get Boost From Higher Rates,"Bank of America reported a 10% increase in second-quarter profit, reaching $5.27 billion, primarily driven by gains from Federal Reserve rate hikes. The bank's earnings per share of 46 cents surpassed analysts' expectations of 43 cents. This positive financial performance followed the Federal Reserve's approval in June for a significant increase in Bank of America's dividend and stock buybacks.",https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040?gaa_at=eafs&gaa_n=AWEtsqdXupgpRKurVaugYV66gEgfuu_REHBcbcjPH7yzp2ZAlyPOAy0ipb0d&gaa_ts=69080dec&gaa_sig=fKk1UI1eqWNz3kPaHlTvILVfEFSXlZIpcKwjl_fDsuafEj0MUATWaVkbZW_OcxkiM5WooNtkh0nAUfkSvYz8Sw%3D%3D,The Wall Street Journal,economy_monetary,0.9,0.0,1.0,0.605,0.229706,Somewhat-Bullish,positive,0.955158531665802,0.955158531665802,0.605
ecff98a8a2c41e749025c42f,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Results Get Boost From Higher Rates,"Bank of America's second-quarter profit increased by 10% to $5.27 billion, driven by higher interest rates from Federal Reserve hikes. This resulted in earnings of 46 cents per share, surpassing analyst expectations of 43 cents. Trading revenue, however, saw a 9% decline excluding an accounting adjustment, primarily due to a steep slide in its fixed-income division.",https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040?gaa_at=eafs&gaa_n=AWEtsqfPQfJnUwGe2l4c0S6B9XKQjK969kEbxfIPrPkHuWPFjWquKFKSh2Y_&gaa_ts=69080f10&gaa_sig=9OnYHyImo-5GkPNHaOHU2PV9aSBcA_Zui6RcSDTPo18rTh4jg99Xw85KSyUf8aApIdASqupd4eq2bA9Tx6e-wQ%3D%3D,The Wall Street Journal,economy_monetary,0.9,0.0,1.0,0.605,0.239099,Somewhat-Bullish,positive,0.5248135924339294,0.5248135924339294,0.605
29630dda02ef66106f7064b1,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Earnings Hurt by Tax-Related Charge,"Bank of America's fourth-quarter profit fell by 48% due to a $2.9 billion charge from the new U.S. tax law. Without this one-time expense, the bank's profit would have risen to $5.3 billion, surpassing analyst expectations. Despite the tax-related hit, the bank ended 2017 with strong underlying performance.",https://www.wsj.com/articles/bank-of-america-earnings-hurt-by-tax-related-charge-1516190296?gaa_at=eafs&gaa_n=AWEtsqfrvEP9XGeJ67_hohhPEdYr5TZu2rIP0funiTatKyPm5FSUzByf18du&gaa_ts=69080ded&gaa_sig=R2KuQ8MeTaUaoKY4zj-7Geq4LfUGd2VpUXY8Q_EJpHOqRoxBncH4UnDlaDmmK1Yii-vpw8FxzTcQlovNr2MOkQ%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.25,0.419,-0.111346,Neutral,negative,0.9403806328773499,-0.9403806328773499,0.419
cb901a0282eae2844f15afa5,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Results Get Boost From Higher Rates,"Bank of America reported a 10% increase in second-quarter profit, reaching $5.27 billion, primarily driven by higher interest rates from Federal Reserve hikes. The bank's earnings per share of 46 cents surpassed analysts' expectations of 43 cents. This positive performance follows Federal Reserve approval in June for a significant increase in Bank of America's dividend and stock buybacks, leading its stock to trade above its book value.",https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040?gaa_at=eafs&gaa_n=AWEtsqcCARsu4FdYL4COnxe-Eqa6aYVGuf1y06H1HaBcRynx8LusWgkUoiDg&gaa_ts=69080f11&gaa_sig=sSqKtL_KvXEoixB9gU663NTL31LKYYF9VOVx8-a7XRGZ0Xm9OY_zwWQtSyiAwMpoart3ictNSkPgxjkdKXPFMA%3D%3D,The Wall Street Journal,economy_monetary,0.9,0.0,1.0,0.605,0.268465,Somewhat-Bullish,positive,0.9565632343292236,0.9565632343292236,0.605
817d600a63149c7ad7e1d617,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Results Get Boost From Higher Rates,"Bank of America reported a 10% increase in its second-quarter profit, reaching $5.27 billion, largely due to benefits from Federal Reserve rate hikes. The bank's earnings per share of 46 cents surpassed analysts' expectations of 43 cents. Trading revenue, however, declined 9% when excluding an accounting adjustment, primarily impacted by a steep slide in the fixed-income division.",https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040?gaa_at=eafs&gaa_n=AWEtsqeDoWG2AsAkz0wJiG0xrHtLkCk_FZ1jiTAMCcJlGnhvmNXIttcznV9t&gaa_ts=69080deb&gaa_sig=zfdWofFOHXEjshzC19ALZbGvzatHaSvc60urZV496xoYZ4NNv8Ng2XfaELyXX0Vb_H5ZE1ihL_25-U21iELWlA%3D%3D,The Wall Street Journal,economy_monetary,0.9,0.0,1.0,0.605,0.240157,Somewhat-Bullish,negative,0.9726542830467224,-0.9726542830467224,0.605
c0f728e2492d9a601348916f,2018-01-01T00:00:00,2018-01-01T00:00:00,Big Vault: Banker Grant James,"Grant James, a long-time Fort Worth bank executive, left a comfortable position at Bank of Texas in 2009 to take on the challenge of building Community Trust Bank's (later Origin Bank) presence in Tarrant County. The article highlights his success in growing the bank, meeting revenue goals, and fostering a positive work culture by embracing challenges. James emphasizes the rewards of taking risks and making a significant impact on individuals and the community.",https://fortworthinc.com/commentary/big-vault/,Fort Worth Inc.,economy_macro,0.78,0.0,0.0,0.35100000000000003,0.049217,Neutral,neutral,0.6489171385765076,0.0,0.35100000000000003
592f343ead371db45c896517,2018-01-01T00:00:00,2018-01-01T00:00:00,Emerging-Market Pioneer Mark Mobius to Retire,"Mark Mobius, a prominent figure in emerging market investments and executive chairman of Templeton Emerging Markets Group, is set to retire from Franklin Templeton Investments after more than three decades. Mobius was instrumental in launching one of the first funds dedicated to emerging markets in 1987. He is recognized for his prolific writing and advocacy for investments in Asia, Latin America, Africa, and other frontier markets.",https://www.wsj.com/articles/emerging-market-pioneer-mark-mobius-of-franklin-templeton-investments-to-retire-1515177453?gaa_at=eafs&gaa_n=AWEtsqfNR_B7Tv7oov0BxuP7kIobURJpxzMDVCHUoyg5c9GRLuoH6Owkosfu&gaa_ts=69080efa&gaa_sig=RQ_mvqicb4WEa7zPTSveBu2nsi-JHuKbRGnDYtbz5PLnidqDN42oyHVfLuTo6n_PTJhCK9MNwu_oZwIgc5EOiw%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.0,0.369,0.016907,Neutral,neutral,0.9161544442176819,0.0,0.369
a12e1bacfff49382689026f4,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Results Get Boost From Higher Rates,"Bank of America's second-quarter profit increased by 10% to $5.27 billion, exceeding analyst expectations, primarily due to benefits from Federal Reserve rate hikes. Earnings per share were 46 cents, beating the 43 cents anticipated by analysts. The bank also received approval for a significant dividend increase and stock buybacks in June, leading to its stock trading above book value.",https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040?gaa_at=eafs&gaa_n=AWEtsqc-kHVq1gaIbEL01OGEY7u8MQ5thHVQH8QPprSrqCf9wPbcZSXaC2Sf&gaa_ts=69080f10&gaa_sig=R9SfO4kLEsllBD8cbhiiid8YXLe-uLKVl3Ht4L11wmG_KJdIDp-eLTHK8yan4BJOHW0Dt5yCboOeLyYglyAQ3Q%3D%3D,The Wall Street Journal,economy_monetary,0.9,0.0,1.0,0.605,0.232377,Somewhat-Bullish,positive,0.956764817237854,0.956764817237854,0.605
940465dfbff501d9e40d5157,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Results Get Boost From Higher Rates,"Bank of America reported a 10% increase in second-quarter profit, reaching $5.27 billion, largely due to benefits from Federal Reserve rate hikes. Earnings per share of 46 cents surpassed analysts' expectations of 43 cents. The bank's stock has been trading above its book value after receiving approval for a dividend increase and stock buybacks.",https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040?gaa_at=eafs&gaa_n=AWEtsqfSj38ajc1PWIbapHIz1L1Pp-d_wXoinONziCp8SzM5BStGMzsPGy_3&gaa_ts=69080dec&gaa_sig=gfudqx_TJFj-D0SE9ByVdxb-gmmqS6BC-RjYIFcl6VjBYxjrAdUl8pH4bNKfJuNKswJ_OprkQyaSR5mubVQnhw%3D%3D,The Wall Street Journal,economy_monetary,0.9,0.0,1.0,0.605,0.241199,Somewhat-Bullish,positive,0.7616610527038574,0.7616610527038574,0.605
ccd0e0605b7d82796cf81ae9,2018-01-01T00:00:00,2018-01-01T00:00:00,Morgan Stanley Is a Standout and Priced Accordingly,"Morgan Stanley reported strong first-quarter earnings, leading to an initial 3% bounce in its share price, a feat its rivals couldn't achieve. However, investor enthusiasm quickly waned, and the shares ended the day flat. Despite strong performance, the article suggests that uncertainty past midyear means the shares are fairly valued, and investors should remain cautious.",https://www.wsj.com/articles/morgan-stanley-is-a-standout-and-priced-accordingly-1524063602?gaa_at=eafs&gaa_n=AWEtsqfq9CAaHm-L96T2PR86McAQVg_r4PjjhRdGJcJL5ZT6QhYMgETh7hKE&gaa_ts=69081d0e&gaa_sig=NfxuwcTfvyVQ_b-epkvqoyZ_519GcP7BPRKcG6tJM5WAnsaIwNuvex9O4aaLkvS4Wa_flrs5xyaKGrzUJgQsGA%3D%3D,The Wall Street Journal,financial_markets,0.82,0.0,0.25,0.419,0.113471,Neutral,negative,0.9550848007202148,-0.9550848007202148,0.419
8f741c480fedd3d5faafbc92,2018-01-01T00:00:00,2018-01-01T00:00:00,Bank of America Results Get Boost From Higher Rates,"Bank of America's second-quarter profit increased by 10% to $5.27 billion, or 46 cents per share, surpassing analyst expectations of 43 cents per share. This boost in profit is attributed to the benefits from Federal Reserve rate hikes. The bank also received approval for a dividend increase and stock buybacks, leading to its stock trading above its book value.",https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040?gaa_at=eafs&gaa_n=AWEtsqcDqeSoDnTN9169WRCuGszdKNlq5BTR6aK9NMYsJSD9x3EAEjtbQuPB&gaa_ts=69080f10&gaa_sig=R9f8V0KBeWOBoFTbrnjJPebdtBiYCako-lbbEyVUubgd50MCpsfHs939h6HJxQFvB9fL_7MlvyNfJhcExuS1Ng%3D%3D,The Wall Street Journal,economy_monetary,0.9,0.0,0.75,0.555,0.246837,Somewhat-Bullish,positive,0.958044707775116,0.958044707775116,0.555
