article_id,published_at,date,title,link,source,query,label,confidence,sentiment_score
ace3c098aa307e7a5dc73b12,2026-07-21 07:00:00,2026-07-21,NVIDIA Vera CPU: Olympus Cores Built for Maximum Single-Thread Performance in Agentic AI | NVIDIA Technical Blog - NVIDIA Developer,https://news.google.com/rss/articles/CBMiywFBVV95cUxORENYSXNQRHV5RnR2XzF5eXo0TWRxOXVkTDhTRTFIN2djQjV5RDJIdXJBeU4zWFJ0WGZLT0NFNHJmS3IzUzk1clotRzNyUTRYaWVKLWYwUlV2czljLW9JdGkxNkhMdUp3S1NJVVRJUXI2LWlSSk5PaXBzeVVWVUd5a3ZGU2hsaWRpSkw1aVpNdHhYSDd2eW9icXRuTWk1ODlYRV94OGp3NzkwTlJFTFpHek9PQmVpMGlibTR1Nm8ya2prSnVjcHdqNkFJZw?oc=5,NVIDIA Developer,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.8989453911781311,0.0
d6e483e9f653a9d81c109ab7,2026-07-22 07:00:00,2026-07-22,NVIDIA Open Sources First GPU-Accelerated Medical Physics Simulation Framework - NVIDIA Blog,https://news.google.com/rss/articles/CBMieEFVX3lxTE0yTnpMR0ZBNlZsUjBzUjZIUHZzb0h0VmVmY21yazhSMXR6a1NYdG5xUEJMRi1uMUNsVXRsZU0yVW1Rai1YWVJLNmgtcWxELUdSeDJ1UEh2Ql9PODd1UEdjenVaT2dCUEc3OVhZVGdQWUEwdmtpV2Niaw?oc=5,NVIDIA Blog,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.9009975790977478,0.0
3725b0291a6b8a969528f47d,2026-07-22 07:00:00,2026-07-22,"Play More of the Games You Love, Wherever You Play with XBOX Backward Compatibility on PC - XBOX Wire",https://news.google.com/rss/articles/CBMifkFVX3lxTFA4X0x1cWUtTjRaTHNsTHN0SVBBcGhYbkNENmoxSndOa2dZd3ZmeUhpUTBzZXlCQjlCaVEyTFV0R2lYSUpWU1FXcEdkR3JKU3R2OEwzWl85ZW0tNmRJLWVwN0MwWGZaYnY4djNzU2RaUk5VY1BjeXpVdXNKSXpmd9IBgwFBVV95cUxPck5HVXhfWFJFbVZBbDc1Y3JJZldVNU4tSF9MZGdPN2QxLVZDbWJUd3dVZGNPZkxTdk5HLS1mTVE4d1JFQ0ZoaThmZGNoR2pqWXk1S1JremljSmVxWlR3RGM4eGlWVHd1RkpTTUY2OFRDMHFqWXJGWnVfdjZBeUNhVUJHOA?oc=5,XBOX Wire,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.9388752579689026,0.0
453a324e4c91f2e89370196e,2026-07-22 07:00:00,2026-07-22,Manulife Expands Partnership with Microsoft to Accelerate Enterprise AI Governance and Innovation - Microsoft Source,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPRm1uUE1XTHZzc3hpbjNuYlU2QnREc0Zjc2hubXFhLTcxSjNmeHNDZU1ESFl6SG05Y1pRV09ORlBEN01SV3NBMGFEME15TGZBOF9OVkViaDhrY3M0a2NRSFVuMnktMHVkdlo3Wm9IYW1nVlNOWDF5YU0wRktmTUF6N3dnS01LR1ZPVDQtbm55R2hpWS1RTVROVmZjVUZpcjRQb3UzS2ZwS1N4LW1KTjdFeFM5Sy1zYV8xUjRNYW15NzhjR2Q1ZkhNbjJ3VXZ5UVhfUDB2OHB6WXR6bjNmNU13UnJqaGk?oc=5,Microsoft Source,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",positive,0.8736566305160522,0.8736566305160522
6119f1b1731da6f340a6f381,2026-07-22 07:00:00,2026-07-22,NVIDIA AI Supercomputer Comes Online at Naval Postgraduate School - NVIDIA Blog,https://news.google.com/rss/articles/CBMigwFBVV95cUxOYXJtZVdKZXhZRlJkcHBpV2JFTTQtc25feXhXZnVIaWFGVjhIVXFrelAxQUItR3lmZTF4VnhlQVAtVkVETWlYa1BoSG5LbHp4OVJ3TXktelQ0YktCZDlXZHVaVU5WN3Z3UmM4YWZ4cTRSU2g1SVM5WE5oNS1IUXIyVExNZw?oc=5,NVIDIA Blog,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.9278395771980286,0.0
f8944073c5e1b5dc51517ebc,2026-07-22 07:00:00,2026-07-22,Powering America’s Genesis Mission: Microsoft’s commitment to scientific discovery - The Official Microsoft Blog,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPaWxWTWt1UG5mdDBFdkplVU1Xd1NXQXBEVm52WkMtTUZURWdLU3A1YWstQ29Ka2hhMEZMLW1CVUJNeDlPVm1MSDZtSy1ORG1OSGNfM18zQ3JFVW1ZeW16X1Y4cC1yb1NqWDFyRklwTnl2ZVdKLThiMF9USWYyYWNxSDlQS2ppakt3RE94NlVJaUFZMDV1Tkp4ekpwdVF1NGNZeHVTa1BCSVNHMzZxNG42MEs0ZUZNQUJiYUVFdkYyb3pqdw?oc=5,The Official Microsoft Blog,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.8802177309989929,0.0
ded5de2ba7984516dda20779,2026-07-23 07:00:00,2026-07-23,"At AI Summit, South Korea Outlines Its AI Future With NVIDIA and Partners - NVIDIA Blog",https://news.google.com/rss/articles/CBMidEFVX3lxTE9MdktTeGRfdXdNZTFMNElsSFNpYzhhTHRUWGowQkRPSlF5dW92WVFoeUs1cV9QTzFEVWdrX19sSkhma2pMaXF3R0JJdU5adHRldUhRSlZ1TDN4LTVFZGYzX0g4eXh1Umg0TWtUYmNmSVVjaVFy?oc=5,NVIDIA Blog,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.8863374590873718,0.0
2ed97190b59e738e6c9f9c44,2026-07-23 07:00:00,2026-07-23,Apple TV announces new dating documentary series “The Last Person on Earth” - Apple,https://news.google.com/rss/articles/CBMiiAJBVV95cUxOS2hvd1VxQzZZZFVvaGh0MzZrc1ZnSUM3Uk1KZ1dIdm5yQmU0SXZxYjc3UjI0Zms1WFY5ZUFNbHYyMFd2dGt5dnN6VVZUa19Jc0NiQTM5YlBVZnhaaTNiV0FLWUhUMDdMVE92MXZYZlFWcF9OMmJmOUJpTkE4WHV1NF91RVZZQUZ0ZnhQSkItaVY5ZjdMOFFQUGRRbFY2WldzbzV3SC1pR1I5Qnl1T0xPbXF4WExtdnZyQ0pkX1dxMEhHQThIT3p3R3BGZ2hBY0xtSU9lcm9HQVFjekNRUTFBQnNORFlfXzdFUzN0aDVpZF9qNlpFQ2oxREIwTFU4VkFxaEUzODlsZzc?oc=5,Apple,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.8982898592948914,0.0
20f80dee71da07b8e4d70ad1,2026-07-23 07:00:00,2026-07-23,Apple TV’s “The Morning Show” to culminate with star-studded fifth and final season - Apple,https://news.google.com/rss/articles/CBMi6gJBVV95cUxNMHhMY2dXWjJKUWxfaTYxYndqc3dIaHhqOERTRy1GLXk3Z19KZHc2cW1keTBUbWRYSWtWUktEVVZuSzhQamtFVHpwbjFXMmFERWJXakJCbUZOaTc3enR3OW5wS2hreUNpMUNhZkFBdkRtbW9SZ2VBbzh3eFg5ZjB2UHNDMTNwc2lFbzhtaW00TUViNjlQV1hYa1RQa0JqMzR4eGJORVNFNldyeG9NbFB6VnNnRGMyWXU1VWFOQUhKU1RQVFpTOXNnOTk2ejJzMFZyWWduQ05HOWFMWkJXVmV4SUNBYkRFYmJKdGo0WnlmQmhxaXgxMVVHc2FMZ1YxSWhVOHJMdEo5UFFGQ1dtZjNYX05oNV9FYlUwQUNrd0RiTUNvYW9oNVJYUWJ6OEMzM0dsUGhPRzhaWkdWN3VKQmVtS2JGYW9rQ1JCeVh5dG5iZkh5QXJPdFFYY1ZyRGNraHpjaFNKTHRzRkhYUQ?oc=5,Apple,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.7433289885520935,0.0
24a809f45c148377e7bd2f1b,2026-07-23 07:00:00,2026-07-23,Databricks and Microsoft expand partnership to help enterprises bring business context to enterprise AI - Microsoft Source,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQLTl2ZnhsZ0R2NkdtOFNiXzI4SmdJWDBRQUdyVXlwdGFxMmJtbTJtZUJmUUJrazhuOFdjMTZkM1VEbF9Eb1B3ZmZCNHR2X1RUajBzZUpQeEZQbkV4Q0kyOTN2ZWhhQjBubENjWXhXNXdRNUpXaExRRkVsWl9ZNEdkSUloUUZvbmpCTUd5amdnYmJSY2ZfOG9RLTdBM3VSRkQzOXcySVloT1oxbUJGNUlOdWRnTmVQUE5RaGRzM1Rrd1R6MFBtSlNNdnNpamN6R29TRmQ4TGJFSXg4UFRJOFVXdkYtRQ?oc=5,Microsoft Source,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",positive,0.8561263084411621,0.8561263084411621
ea10ffc05fbd7a63874cdab5,2026-07-23 07:00:00,2026-07-23,NVIDIA and KAIST Launch Joint AI Research Lab to Accelerate AI Innovation in Korea - NVIDIA Newsroom,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNaTNQTHNWZE1BbWY3Y1RVVno0Nnoyc1RvZFZQVTRLMEdTWDhQTnlTeDJoYU9pcFBBQTd0RGpGSDh6N25UcG5KeDFnUjNXNjd0bXJaZURDSHdsV2tjZ1I2UnBhWGkwU2NnTTd5VWNJOXpxeGEwSzFxSzF2UVFmd213R0RMa05od1pwM2J6TjZNZHl2RW1XanVOa0FPblp1eXNxSUlPelJpZ2FtZWZNUHUtNW92VHRDUnJy?oc=5,NVIDIA Newsroom,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",positive,0.5527670383453369,0.5527670383453369
87c4a6c3a952caf51f5edc97,2026-07-23 07:00:00,2026-07-23,AT&T and Microsoft scale trillion-token workloads with Microsoft Foundry and AMD - Microsoft Azure,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPLXdOcGs5aWhYbkkyaDFLdms1QXBYY2pqeGRwX1Rub0xrTjFDcHpMWlZQYnAwY3RYZDZ1RjFJQ2hZemhfWXNsakk0UzhZazVfU2diTjR3MWd5dzB2Q2FrVFpKcUFuX2dPbF95MVlrZ2tHUmxhUWNldF9BWHlvenZ4Q3pMcE9nRzhMR0hoUnd0bTYxQXVERS16QkQ4bUtDVHgwV2ZydVJXdGpfZTQ1VEZJZUVUNmxVSVRWRVVj?oc=5,Microsoft Azure,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.8440504670143127,0.0
4a9792d5ad662e450462ad37,2026-07-23 07:00:00,2026-07-23,Email threat landscape: Q2 2026 trends and insights - Microsoft,https://news.google.com/rss/articles/CBMirAFBVV95cUxOcElERXdPUFlxbEZhczBmTFpLYWM1cXU1b3ZKVzJpNmJFVklCUWxaZksxU0ZiUXpNMk9Ka29XY0lkb0ZYb1BscXVzQkNRMUx6NnNDem1FVXJQbExIRHE0SkxOSEM2UGJnaERHSjJMeUUtSno0dVhFdmc0UnNoNkJyUC02b0Q0MEVESzZXTXlTSGM2dG9RMGlMTS1fRWszNE9vaExlWjNVQUxVaGpn?oc=5,Microsoft,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.9241433143615724,0.0
f19b889fa3597277dfe0ed0f,2026-07-23 07:00:00,2026-07-23,Apple Maps to Power the Navigation Experience for the Ford Universal Electric Vehicle Platform - Ford From the Road,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPaHV6M09sRkE3NVBIeGhrSFpoNUFSdHRKRlBJY2FCZ1RaYzFrLWpUQ3hMRXFnQUNDSVUySVEtdHRpOHVnZmxKWjFDWURvWU9JZ2lmTkVaWE5ObGkwY2YtQ0twQlktXzBURXlEMVpoY2xCa2RNMXA0ZlpIUE10Sk9VLXY3anhUcl9aZUZxTVk4bEpDd1kzaHl2LV84OW9COTJ2dmxnYVRJTTlBRkVnVVhuM0o0NHgxbzNvSURv?oc=5,Ford From the Road,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.8497477769851685,0.0
ddc7cbb0d8460d9f5be7d207,2026-07-24 07:00:00,2026-07-24,Open Weights and American AI Leadership - Microsoft,https://news.google.com/rss/articles/CBMiggFBVV95cUxQczZlRzdBN2sxLXp1U2Z6NnZ2elpFak1wSTUxOW5wbkNWdE5hWGp5WHJaSWJxR29rYnBXZ2hSWUNfMExHMi1Xc00zRXZJM0k3OTdhOGdDREhjYmdRR25SUUNTcGN3bXJBOVdadWtyXzRpdE9zWHlES3VNakFpbWpGb2x3?oc=5,Microsoft,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.8919498324394226,0.0
c6251dc1047b29921b954551,2026-07-24 07:00:00,2026-07-24,SK Group and NVIDIA Expand Strategic Partnership Across AI Factories and Next-Generation Memory - NVIDIA Newsroom,https://news.google.com/rss/articles/CBMiygFBVV95cUxQWWdmVzNHOG9UWDV2VnM0ek1kOTlMSDMydklMbjQzSDBSUWVYaGFJeFQwZk9tR09qNDVtMWlHS2pIUmVHVGxoOVFPSm1LYS1UUXdzNnNwa2U2MUVGaXFJLWVPb1NvNlN1OWhCX21OR3ROa1FjVFVsVVpuekRLMGVDYWw0SzBnMXRGMGY2ZlVXalpHVktOM2xhVlprcXpDLVV6WUVLdUFCOW43TkM2dW9lTnpBbS1TZ1hYd2pOMUMyc1lrVU1YaERxaWRR?oc=5,NVIDIA Newsroom,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",positive,0.8215150237083435,0.8215150237083435
6203ebf1770774ca2bf187c1,2026-07-25 07:00:00,2026-07-25,Apple TV’s cyberpunk series “Neuromancer” hacks into San Diego Comic-Con - Apple,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPRXk3RW9sel92eFB0azVoT3JJVXBVUjJfdGpHcnVmemNLX1FyMTB2S01lOVBYVUY5Sk5wb2RXeXY0dDhfNkEyVHEwcFBjczZOSllkeF8xWUhwTWZtV1lLVTFmMS00cjZUVmw0ZmFKR0RjZHQxYlY5Y1ZhLWJtbk9wRVVuWFhmYThfRkRZMmxnZ3dRMEprVDlFazNzZnppSFhuNHNpOTNURlY5VHplRGVKOFJfYVEzd3dFVDRnaXVaVklKTzQ1Ukt3NE1IRkNIRkhwdExLOXk2MjhkZ2IxMmozbl9lemJRa2o1?oc=5,Apple,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.9086806178092957,0.0
82ca6a3774c9dab87e020929,2026-07-26 07:00:00,2026-07-26,NVIDIA Harnesses Vera CPU to Speed Up Design of Next-Generation CPUs and GPUs - NVIDIA Blog,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5iX3VubGo5VHR2anpKS1lFZ19wWlFoQzBrbHdvbFlGaHZ1UzNmZTAyMkREZk4wN3NpVnZXT1dyY1c5QkJ5YkFhODNuYUtyX0FGbURKSER3?oc=5,NVIDIA Blog,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.5680103898048401,0.0
b2a7d0c3b74cf49ad48a3f0c,2026-07-26 07:00:00,2026-07-26,NVIDIA Nemotron 3 Ultra Leads Open Models on Accuracy and Efficiency in Agentic RTL Coding - NVIDIA Developer,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNTjRHTzBSZnFuV21LQVc2Um4yZXhRdllldkd4VGRRdFdRZXN1eU83SER4VzRkU0RRZkVZbVVqRFVrc2VBUnF2Wmc0cXlqNVBGUVRWcU1pRDRwR2VyNTUybzRvX2RXdFJ3a2dGN243cS00d09kNllXdkdPSEQzd0FPNy1iT0J5WmpQTFZEamZjY3J4b3hUSDFNamtqZU80WDdqX1lsUkFBeEFVbWdpSE5fWVlIQTlKaFlPMXYwSVFYaGU3RzQ?oc=5,NVIDIA Developer,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",positive,0.6379088759422302,0.6379088759422302
7aa682ba5200ef5ca05c223e,2026-07-26 07:00:00,2026-07-26,"NVIDIA Expands NVIDIA Agent Toolkit With NVIDIA PhysicsNeMo and CUDA-X Libraries to Transform How the World Engineers, Designs and Builds - NVIDIA Newsroom",https://news.google.com/rss/articles/CBMigAJBVV95cUxOZXhNSW9TSjVybFBBN1BJT3l2N0l0RDJIRDJ5bjZzR1RfUUFoZEpZNU5FVlpRUHVNenNPbGR5X0l2b2dVeHV0dDhoZHhqS2c0a29yOXZ3V2FtRElzRGs2a1NidmlIVWRMOS1ka19iaERsQnk3WUVQdURqQWlDdWk4VWZqWHFXUjhLVWpBNWVJOTBHOVZIbWxQVFJzQUJuVmE1ZjNzWDFGcldEOFJ3bVFJZDg4QkNKUmtIcG5lRVQwUU5uVkUxRHBxbWljeDVWWWs5azh0OWxKekdDWENoQ3RVeVB1TzVtVFdkODNMM1FNT3lha1hiY1RCRmRkN1F0aVhW?oc=5,NVIDIA Newsroom,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.7004843354225159,0.0
607a10f679e40fdbee2e5ad0,2026-07-27 07:00:00,2026-07-27,Rethinking security for the age of AI - The Official Microsoft Blog,https://news.google.com/rss/articles/CBMiigFBVV95cUxPUE1SeFVsNUUtTlBQWG1TN2JZcVl3WWpTYzVudk1iekRabVRoNHNWREtjZ19SSklYOVlPWHZ3YnZ6cVRpTWtaVllFc2xCc09hZUhJdDBPdFBpXzVFTlRtR0xsSEtHSGxxYjdNblpiZTdNOEtpOXh0WEdSdGx5OWFjVlp1VW52YnpPMlE?oc=5,The Official Microsoft Blog,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.9288371801376344,0.0
aec0da7841a42a5139345512,2026-07-27 07:00:00,2026-07-27,Industry Leaders Unite in Open Secure AI Alliance for AI Safety and Security - NVIDIA Blog,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1jbERSYTYzMDlvaExvNHBYWTZrU2Zfd210S2U0NHAyMDBqWG5DS0hkenZPaUgxVDcxcEtPUUhrbVhObUpvQzV2b0VKSzRjOF9sMW9WdW03ZVhyUC1TaG5XVGdHS3Q?oc=5,NVIDIA Blog,"(""Nasdaq 100"" OR ""technology stocks"" OR semiconductors OR Nvidia OR Microsoft OR Apple) when:30d",neutral,0.7924239039421082,0.0
